Data,Precipitacao,TempMaxima,TempMinima,Temp Comp Media
14/07/2013,,,,
15/07/2013,24,16.9,9,11.18
15/07/2013,,,,
16/07/2013,0,18,6.4,11.6
16/07/2013,,,,
17/07/2013,0,24.3,8.8,15.48
17/07/2013,,,,
18/07/2013,2.2,17.4,10.9,13.4
18/07/2013,,,,
19/07/2013,23.9,12.5,7.2,9.38
19/07/2013,,,,
20/07/2013,0,15.2,8,10.88
20/07/2013,,,,
21/07/2013,3.7,13.4,8.8,10.06
21/07/2013,,,,
22/07/2013,0,11.3,5.1,7.04
22/07/2013,,,,
23/07/2013,0,9.1,4.5,6.72
23/07/2013,,,,
24/07/2013,0,12.6,3,6.8
24/07/2013,,,,
25/07/2013,0,16.1,1.4,7.76
25/07/2013,,,,
26/07/2013,0,19.9,4.9,11.54
26/07/2013,,,,
27/07/2013,0,21.4,6.8,12.36
27/07/2013,,,,
28/07/2013,0,22.2,8.2,13.84
28/07/2013,,,,
29/07/2013,0,22.2,7.7,13.24
29/07/2013,,,,
30/07/2013,0,18.3,10.8,13.8
30/07/2013,,,,
31/07/2013,0.1,27.3,9.7,16.86
31/07/2013,,,,
01/08/2013,0,30.1,11.9,19.9
01/08/2013,,,,
02/08/2013,0,22.1,14.7,17.62
02/08/2013,,,,
03/08/2013,1.1,17.7,12.3,13.5
03/08/2013,,,,
04/08/2013,14.8,18,11,13.2
04/08/2013,,,,
05/08/2013,0.1,21.7,6.5,12.96
05/08/2013,,,,
06/08/2013,1.5,22.4,11.4,14.72
06/08/2013,,,,
07/08/2013,1.5,22.3,10.4,15.92
07/08/2013,,,,
08/08/2013,6.5,30.1,13.2,18.04
08/08/2013,,,,
09/08/2013,2.6,13.3,10,10.84
09/08/2013,,,,
10/08/2013,22.2,11.9,10,10.66
10/08/2013,,,,
11/08/2013,16.9,14.3,9.6,10.64
11/08/2013,,,,
12/08/2013,0.1,18.9,5.3,11.78
12/08/2013,,,,
13/08/2013,0.8,14.9,9.8,11.14
13/08/2013,,,,
14/08/2013,3.6,10.4,7.8,8.9
14/08/2013,,,,
15/08/2013,0.8,15.9,7.9,10.78
15/08/2013,,,,
16/08/2013,0,20.3,6.4,12.5
16/08/2013,,,,
17/08/2013,0,18,8.2,12.5
17/08/2013,,,,
18/08/2013,0,21.5,9.6,15.26
18/08/2013,,,,
19/08/2013,0,25.5,13.4,18.18
19/08/2013,,,,
20/08/2013,0,27.6,11.6,18.82
20/08/2013,,,,
21/08/2013,0,26,15.5,20.04
21/08/2013,,,,
22/08/2013,0,24.4,12,16.1
22/08/2013,,,,
23/08/2013,31.7,12,6.3,8.28
23/08/2013,,,,
24/08/2013,23.6,13.5,7,11.22
24/08/2013,,,,
25/08/2013,72,13.2,9.8,10.88
25/08/2013,,,,
26/08/2013,30.5,10.1,6.7,7.72
26/08/2013,,,,
27/08/2013,12.1,11,6.4,8.72
27/08/2013,,,,
28/08/2013,5,17.6,9.2,12.28
28/08/2013,,,,
29/08/2013,0,23.4,6.9,14.4
29/08/2013,,,,
30/08/2013,0,28,9.6,17.84
30/08/2013,,,,
31/08/2013,0,27,12.2,19.46
31/08/2013,,,,
01/09/2013,0,21.5,17.9,19
01/09/2013,,,,
02/09/2013,0.7,22.8,15,19.22
02/09/2013,,,,
03/09/2013,0.3,20.4,11.8,14.24
03/09/2013,,,,
04/09/2013,0.9,18,9.2,12
04/09/2013,,,,
05/09/2013,0,24.5,10.6,16.42
05/09/2013,,,,
06/09/2013,0,28.2,13.1,19.44
06/09/2013,,,,
07/09/2013,0,28.7,14.8,20.78
07/09/2013,,,,
08/09/2013,3.4,26.8,16.9,20.82
08/09/2013,,,,
09/09/2013,0,31.3,15.6,21.88
09/09/2013,,,,
10/09/2013,0,34.7,15.8,23.56
10/09/2013,,,,
11/09/2013,0,34.8,18,25.08
11/09/2013,,,,
12/09/2013,0,34.6,18,26.02
12/09/2013,,,,
13/09/2013,0,35.3,19.9,24.44
13/09/2013,,,,
14/09/2013,0,25,17.5,19.84
14/09/2013,,,,
15/09/2013,0,24.3,17.8,19.94
15/09/2013,,,,
16/09/2013,23.8,19.4,15.4,16.66
16/09/2013,,,,
17/09/2013,8.3,17.3,11.1,12.8
17/09/2013,,,,
18/09/2013,0,17.3,8.3,12.18
18/09/2013,,,,
19/09/2013,0,21.2,6.1,13.1
19/09/2013,,,,
20/09/2013,0,19.6,12.9,16.92
20/09/2013,,,,
21/09/2013,31.8,17.6,14,15.36
21/09/2013,,,,
22/09/2013,7.5,17.3,13.7,14.92
22/09/2013,,,,
23/09/2013,14.7,16.8,12.2,13.84
23/09/2013,,,,
24/09/2013,12.2,16.6,9.8,12.3
24/09/2013,,,,
25/09/2013,26.8,19.3,10.2,13.96
25/09/2013,,,,
26/09/2013,0,20.7,7.9,13.86
26/09/2013,,,,
27/09/2013,0,22.2,11.8,16.56
27/09/2013,,,,
28/09/2013,4.7,18.1,14.2,15.52
28/09/2013,,,,
29/09/2013,0.2,22,14.3,17.3
29/09/2013,,,,
30/09/2013,0,20.5,15.4,17.64
30/09/2013,,,,
01/10/2013,0.2,23.1,15.2,17.86
01/10/2013,,,,
02/10/2013,0,25.6,11.4,17.38
02/10/2013,,,,
03/10/2013,0,22,12.4,17.76
03/10/2013,,,,
04/10/2013,0,21.2,13.2,15.82
04/10/2013,,,,
05/10/2013,11.1,21.1,12.6,15.7
05/10/2013,,,,
06/10/2013,0,22,11.9,16.02
06/10/2013,,,,
07/10/2013,0,23.2,12,16.82
07/10/2013,,,,
08/10/2013,0,25.3,11.5,17.5
08/10/2013,,,,
09/10/2013,0,28.3,14.6,20.38
09/10/2013,,,,
10/10/2013,0,28.4,15.6,21.22
10/10/2013,,,,
11/10/2013,0,29.1,15.5,21.2
11/10/2013,,,,
12/10/2013,0,24.5,17.8,21.08
12/10/2013,,,,
13/10/2013,17.4,27.5,19.3,22.44
13/10/2013,,,,
14/10/2013,0,28,17.5,21.32
14/10/2013,,,,
15/10/2013,0,26.2,16.6,20.44
15/10/2013,,,,
16/10/2013,0,24.6,15.6,19.9
16/10/2013,,,,
17/10/2013,0.2,23.6,17,19.48
17/10/2013,,,,
18/10/2013,0,25.6,14.3,19.9
18/10/2013,,,,
19/10/2013,0,26.7,14.7,20.08
19/10/2013,,,,
20/10/2013,0,32.4,15.8,24.1
20/10/2013,,,,
21/10/2013,13.4,25.2,18,19.56
21/10/2013,,,,
22/10/2013,19.8,25,16.2,19.76
22/10/2013,,,,
23/10/2013,3.2,25.1,17.8,20.62
23/10/2013,,,,
24/10/2013,41.4,21.1,17.1,18.64
24/10/2013,,,,
25/10/2013,0.1,23.2,13.8,18.48
25/10/2013,,,,
26/10/2013,0.4,19,17.7,18.42
26/10/2013,,,,
27/10/2013,24.6,25.8,16.2,18.64
27/10/2013,,,,
28/10/2013,0,23.1,11.4,16.32
28/10/2013,,,,
29/10/2013,0,25,11.2,18
29/10/2013,,,,
30/10/2013,0,25.6,14.8,19.92
30/10/2013,,,,
31/10/2013,0,26.7,16.5,21.1
31/10/2013,,,,
01/11/2013,0,27.8,18.5,22.48
01/11/2013,,,,
02/11/2013,0,28.8,17.8,23.76
02/11/2013,,,,
03/11/2013,0.7,25.4,17.8,20.18
03/11/2013,,,,
04/11/2013,0.8,24.8,12.5,17.78
04/11/2013,,,,
05/11/2013,0,24.4,14,18.66
05/11/2013,,,,
06/11/2013,0,25.6,14.6,19.52
06/11/2013,,,,
07/11/2013,0,29.8,14.8,21.6
07/11/2013,,,,
08/11/2013,0,33.5,16.9,24.4
08/11/2013,,,,
09/11/2013,0,30.9,20.1,24.38
09/11/2013,,,,
10/11/2013,0.2,28,20.6,23.12
10/11/2013,,,,
11/11/2013,105.5,21.6,20,20.4
11/11/2013,,,,
12/11/2013,32.1,26.8,19.4,22.42
12/11/2013,,,,
13/11/2013,0,27.6,16.9,21.42
13/11/2013,,,,
14/11/2013,0,29.3,15.4,21.82
14/11/2013,,,,
15/11/2013,0,33.6,18.1,23.68
15/11/2013,,,,
16/11/2013,23.7,24.8,17.2,19.36
16/11/2013,,,,
17/11/2013,0,26.1,12.2,19.42
17/11/2013,,,,
18/11/2013,0,32.3,16.9,23.8
18/11/2013,,,,
19/11/2013,0,33.4,19.2,25.82
19/11/2013,,,,
20/11/2013,4.9,31.2,20.9,25.54
20/11/2013,,,,
21/11/2013,12.2,26.2,19.4,21.48
21/11/2013,,,,
22/11/2013,3.5,25.3,17.3,20.56
22/11/2013,,,,
23/11/2013,0,27.2,16.8,21.24
23/11/2013,,,,
24/11/2013,0,29.8,17.7,22.88
24/11/2013,,,,
25/11/2013,0,32.1,19.2,25.06
25/11/2013,,,,
26/11/2013,0,34.1,19.3,26.4
26/11/2013,,,,
27/11/2013,0,33.6,20.9,26.8
27/11/2013,,,,
28/11/2013,1,27.7,19.1,21.54
28/11/2013,,,,
29/11/2013,0,28.3,15.2,21.74
29/11/2013,,,,
30/11/2013,0,27.7,15.4,21.82
30/11/2013,,,,
01/12/2013,0,30,20.3,23.54
01/12/2013,,,,
02/12/2013,5.3,30,20.5,24.38
02/12/2013,,,,
03/12/2013,4.4,29.2,19,22.6
03/12/2013,,,,
04/12/2013,32,32.2,15.6,25.08
04/12/2013,,,,
05/12/2013,31.4,27.9,20.7,22.5
05/12/2013,,,,
06/12/2013,0.1,24.8,15.8,19.72
06/12/2013,,,,
07/12/2013,0,29.6,16.3,22.08
07/12/2013,,,,
08/12/2013,0,34,17.3,25.26
08/12/2013,,,,
09/12/2013,0,30.4,22,25.68
09/12/2013,,,,
10/12/2013,1.6,24.2,20.3,21.84
10/12/2013,,,,
11/12/2013,1.3,25,18.4,20.72
11/12/2013,,,,
12/12/2013,0,27.6,16.6,21.6
12/12/2013,,,,
13/12/2013,0,31.4,17.4,23.38
13/12/2013,,,,
14/12/2013,0.3,33.3,19.1,25.38
14/12/2013,,,,
15/12/2013,0,32.4,19.6,25.56
15/12/2013,,,,
16/12/2013,0,31,22.2,24.8
16/12/2013,,,,
17/12/2013,0,30.3,20.4,24.2
17/12/2013,,,,
18/12/2013,0,33.6,19.4,25
18/12/2013,,,,
19/12/2013,0,31.9,19.5,24.9
19/12/2013,,,,
20/12/2013,0,30.8,21.2,25.2
20/12/2013,,,,
21/12/2013,0,30.2,20.5,24.62
21/12/2013,,,,
22/12/2013,0,29.5,20.1,24.06
22/12/2013,,,,
23/12/2013,0,28.1,20.3,23.82
23/12/2013,,,,
24/12/2013,0,31.8,20.6,25.24
24/12/2013,,,,
25/12/2013,0,35.3,21.1,26.7
25/12/2013,,,,
26/12/2013,0,38.5,21.3,29.82
26/12/2013,,,,
27/12/2013,0,39,24.1,30.4
27/12/2013,,,,
28/12/2013,0,34.3,25.3,28.6
28/12/2013,,,,
29/12/2013,0,37.2,23.8,30.36
29/12/2013,,,,
30/12/2013,0,36.4,24.4,28.22
30/12/2013,,,,
31/12/2013,0.2,31.5,25.3,27.12
31/12/2013,,,,
01/01/2014,3.6,34,23.7,27.86
01/01/2014,,,,
02/01/2014,0.1,34.4,24.8,27.84
02/01/2014,,,,
03/01/2014,4,25.3,19.9,21.56
03/01/2014,,,,
04/01/2014,9.2,28.2,17.5,22.62
04/01/2014,,,,
05/01/2014,0,31.6,17.8,25.02
05/01/2014,,,,
06/01/2014,0,34.4,19.5,26.06
06/01/2014,,,,
07/01/2014,0,36.2,22.2,29.44
07/01/2014,,,,
08/01/2014,0,30,23.8,25.62
08/01/2014,,,,
09/01/2014,0,33.3,21.3,26.4
09/01/2014,,,,
10/01/2014,14.6,31.1,21.9,24.2
10/01/2014,,,,
11/01/2014,10.3,29.4,20.1,23.88
11/01/2014,,,,
12/01/2014,9.1,28.1,20,22.9
12/01/2014,,,,
13/01/2014,0.2,29,21.6,24.44
13/01/2014,,,,
14/01/2014,1.3,31,22.1,24.64
14/01/2014,,,,
15/01/2014,8.3,28.3,21.9,24.4
15/01/2014,,,,
16/01/2014,3.5,31.2,19.2,24.96
16/01/2014,,,,
17/01/2014,0,34.8,19.2,26.38
17/01/2014,,,,
18/01/2014,0,36.4,20,27.98
18/01/2014,,,,
19/01/2014,0,37,21.6,29.52
19/01/2014,,,,
20/01/2014,0,37,23.5,29.82
20/01/2014,,,,
21/01/2014,0,37.3,22.3,31.04
21/01/2014,,,,
22/01/2014,0,37.2,25.2,30
22/01/2014,,,,
23/01/2014,0,37,25.1,31.48
23/01/2014,,,,
24/01/2014,0,37.6,26.5,29.64
24/01/2014,,,,
25/01/2014,5.7,27,20,21.72
25/01/2014,,,,
26/01/2014,2,26.4,19.7,23.08
26/01/2014,,,,
27/01/2014,1.6,36.3,22.7,28.92
27/01/2014,,,,
28/01/2014,0,37.7,24.2,29.3
28/01/2014,,,,
29/01/2014,2.6,38.2,25.1,29.66
29/01/2014,,,,
30/01/2014,0,37.7,24.3,28.26
30/01/2014,,,,
31/01/2014,0.7,32.6,23,26.6
31/01/2014,,,,
01/02/2014,2,34.2,23,26.78
01/02/2014,,,,
02/02/2014,6.2,38.2,22.6,30.62
02/02/2014,,,,
03/02/2014,0,37.8,22.6,29.64
03/02/2014,,,,
04/02/2014,0.2,37.8,25.2,29.9
04/02/2014,,,,
05/02/2014,0,39.9,24.9,32.34
05/02/2014,,,,
06/02/2014,0,40.6,26.6,31.72
06/02/2014,,,,
07/02/2014,0,39.8,27.1,33.32
07/02/2014,,,,
08/02/2014,0,34.8,22.6,27.34
08/02/2014,,,,
09/02/2014,6.5,38.1,22.6,29.3
09/02/2014,,,,
10/02/2014,0,36.8,22.6,27.08
10/02/2014,,,,
11/02/2014,22.9,37.5,22.7,29.2
11/02/2014,,,,
12/02/2014,0,35.6,24.2,27.48
12/02/2014,,,,
13/02/2014,2.1,25.6,20,22.32
13/02/2014,,,,
14/02/2014,42,25.3,18.4,21.1
14/02/2014,,,,
15/02/2014,2.4,26.3,19.2,22.54
15/02/2014,,,,
16/02/2014,0,27.6,18.3,22.64
16/02/2014,,,,
17/02/2014,0,30,19.8,24.38
17/02/2014,,,,
18/02/2014,0,30.3,20.2,24.82
18/02/2014,,,,
19/02/2014,0,32,21,25.72
19/02/2014,,,,
20/02/2014,0,27.5,21.5,24.02
20/02/2014,,,,
21/02/2014,0.6,33.3,21.8,27.22
21/02/2014,,,,
22/02/2014,0,32.4,22.6,25.44
22/02/2014,,,,
23/02/2014,3.1,30,22.1,24.48
23/02/2014,,,,
24/02/2014,3.7,32.5,21.4,26.18
24/02/2014,,,,
25/02/2014,0,29.2,22.2,24.84
25/02/2014,,,,
26/02/2014,22.7,23.9,21.1,22.1
26/02/2014,,,,
27/02/2014,29.6,22.5,17.8,19.62
27/02/2014,,,,
28/02/2014,3.7,26.2,17.6,20.64
28/02/2014,,,,
01/03/2014,0.3,26.8,17.4,21.54
01/03/2014,,,,
02/03/2014,0,27.6,17.5,22.06
02/03/2014,,,,
03/03/2014,0,28.6,19.4,23.38
03/03/2014,,,,
04/03/2014,14.6,29.8,19.9,24
04/03/2014,,,,
05/03/2014,2.6,28.3,20.2,24.28
05/03/2014,,,,
06/03/2014,0.4,30,20.4,24.7
06/03/2014,,,,
07/03/2014,0,29.4,19.9,23.5
07/03/2014,,,,
08/03/2014,0,25.8,19.6,22
08/03/2014,,,,
09/03/2014,26,29.9,18.9,23.28
09/03/2014,,,,
10/03/2014,0,28.4,20.2,24.46
10/03/2014,,,,
11/03/2014,15.1,27.7,20.4,23.18
11/03/2014,,,,
12/03/2014,0,27.6,18.8,22.38
12/03/2014,,,,
13/03/2014,0,28.5,20.7,23.76
13/03/2014,,,,
14/03/2014,0,32.4,19.2,25.14
14/03/2014,,,,
15/03/2014,1.3,27,22.9,24.34
15/03/2014,,,,
16/03/2014,0,31.6,21.2,25.76
16/03/2014,,,,
17/03/2014,20.6,26.8,20.9,23.76
17/03/2014,,,,
18/03/2014,15.9,25.4,20.3,21.56
18/03/2014,,,,
19/03/2014,9,23.9,20.2,21.68
19/03/2014,,,,
20/03/2014,2.6,26.6,19.3,22.78
20/03/2014,,,,
21/03/2014,0.1,26,21.1,22.6
21/03/2014,,,,
22/03/2014,2.7,21.9,14.7,16.6
22/03/2014,,,,
23/03/2014,0,24.8,11.8,17.54
23/03/2014,,,,
24/03/2014,0,29.2,13.7,21.06
24/03/2014,,,,
25/03/2014,0,29.7,17.4,22.44
25/03/2014,,,,
26/03/2014,0,29.1,18.8,22.66
26/03/2014,,,,
27/03/2014,0,29.6,20.9,24.16
27/03/2014,,,,
28/03/2014,0,32.4,19.5,25.36
28/03/2014,,,,
29/03/2014,0,34,21.8,26.36
29/03/2014,,,,
30/03/2014,0,31.8,22.8,25.96
30/03/2014,,,,
31/03/2014,15.2,26,22,23.12
31/03/2014,,,,
01/04/2014,11.9,27.4,21.4,23.32
01/04/2014,,,,
02/04/2014,2.8,28.4,20.9,23.82
02/04/2014,,,,
03/04/2014,0,28.7,20.1,23.64
03/04/2014,,,,
04/04/2014,0,31.4,19.2,24.46
04/04/2014,,,,
05/04/2014,0,32.1,18.1,25.04
05/04/2014,,,,
06/04/2014,0,32.2,20.4,25.52
06/04/2014,,,,
07/04/2014,0,30.3,22.2,24.6
07/04/2014,,,,
08/04/2014,0,31.3,21.8,25.12
08/04/2014,,,,
09/04/2014,12.4,28.7,21.2,23.62
09/04/2014,,,,
10/04/2014,0,28.4,16.7,22.1
10/04/2014,,,,
11/04/2014,0,26.3,21.2,22.92
11/04/2014,,,,
12/04/2014,53.8,25.5,21.1,22.48
12/04/2014,,,,
13/04/2014,0,21.8,12.2,16.08
13/04/2014,,,,
14/04/2014,0,22.6,12.5,16.36
14/04/2014,,,,
15/04/2014,0,24.5,13,18.42
15/04/2014,,,,
16/04/2014,0,28.7,14.4,20.96
16/04/2014,,,,
17/04/2014,0,29.7,17.2,23.7
17/04/2014,,,,
18/04/2014,0.2,28.4,21,23.16
18/04/2014,,,,
19/04/2014,1.6,23,20.4,21.14
19/04/2014,,,,
20/04/2014,0.8,25.7,18.2,20.36
20/04/2014,,,,
21/04/2014,0,28.3,15.2,20.94
21/04/2014,,,,
22/04/2014,0,22.8,18.1,19.4
22/04/2014,,,,
23/04/2014,0,23.1,14.2,18.5
23/04/2014,,,,
24/04/2014,0,22,15.8,17.44
24/04/2014,,,,
25/04/2014,0,22.1,12.2,15.78
25/04/2014,,,,
26/04/2014,0,22.4,11.7,16.12
26/04/2014,,,,
27/04/2014,0,24.3,14.3,18.66
27/04/2014,,,,
28/04/2014,0,25.9,14.2,19.26
28/04/2014,,,,
29/04/2014,0,26.7,15.4,20.1
29/04/2014,,,,
30/04/2014,0,21.6,17.9,19.52
30/04/2014,,,,
01/05/2014,1.4,23.2,17.6,19.14
01/05/2014,,,,
02/05/2014,0,22.9,15.8,17.58
02/05/2014,,,,
03/05/2014,0,27.2,12.7,18.92
03/05/2014,,,,
04/05/2014,19.7,20.3,18.1,18.84
04/05/2014,,,,
05/05/2014,6.6,26,17.1,20.22
05/05/2014,,,,
06/05/2014,0.1,25.6,18,21.2
06/05/2014,,,,
07/05/2014,0.7,24.7,18.9,20.76
07/05/2014,,,,
08/05/2014,0,21.8,17.4,18.68
08/05/2014,,,,
09/05/2014,8.4,22.6,15,17.82
09/05/2014,,,,
10/05/2014,3.9,22.1,14.3,17.18
10/05/2014,,,,
11/05/2014,0,25.4,14.5,18.34
11/05/2014,,,,
12/05/2014,0,26,13,19.26
12/05/2014,,,,
13/05/2014,0.7,24.2,17.7,19.64
13/05/2014,,,,
14/05/2014,0,24.3,14.8,18.42
14/05/2014,,,,
15/05/2014,0.1,25.8,15.6,18.9
15/05/2014,,,,
16/05/2014,8.1,21.3,16,17.38
16/05/2014,,,,
17/05/2014,0,22,12.4,16.56
17/05/2014,,,,
18/05/2014,0.1,19.4,15.4,16.44
18/05/2014,,,,
19/05/2014,0,22.1,9.9,14.74
19/05/2014,,,,
20/05/2014,0,21,11.2,15.2
20/05/2014,,,,
21/05/2014,0,18.4,14.4,16.92
21/05/2014,,,,
22/05/2014,12.4,18.6,15.2,16.46
22/05/2014,,,,
23/05/2014,2.1,15.4,11.2,12.52
23/05/2014,,,,
24/05/2014,0,15.2,8.6,10.84
24/05/2014,,,,
25/05/2014,0,15.8,6.9,11.22
25/05/2014,,,,
26/05/2014,0,18.1,12.2,14.78
26/05/2014,,,,
27/05/2014,0,18,9,12
27/05/2014,,,,
28/05/2014,0,18.7,8,12.52
28/05/2014,,,,
29/05/2014,0,22.7,7.4,14.42
29/05/2014,,,,
30/05/2014,0,25,10.7,16.6
30/05/2014,,,,
31/05/2014,6.7,18.3,14.9,16.1
31/05/2014,,,,
01/06/2014,15.7,19.6,14.1,15.58
01/06/2014,,,,
02/06/2014,0.9,18.4,9.6,12.56
02/06/2014,,,,
03/06/2014,0.1,19.7,7.2,11.74
03/06/2014,,,,
04/06/2014,0,24,7,14.32
04/06/2014,,,,
05/06/2014,22,17.2,13.3,15.2
05/06/2014,,,,
06/06/2014,10.6,17.9,14.8,16.28
06/06/2014,,,,
07/06/2014,1.2,24.3,16.4,19.74
07/06/2014,,,,
08/06/2014,0,19.7,12.6,14.72
08/06/2014,,,,
09/06/2014,0.1,16.9,8.3,11.4
09/06/2014,,,,
10/06/2014,0.2,17,7.2,12.44
10/06/2014,,,,
11/06/2014,0.2,24.6,9.3,16.92
11/06/2014,,,,
12/06/2014,0,29.7,16.5,22.12
12/06/2014,,,,
13/06/2014,0,22.6,15.7,18.22
13/06/2014,,,,
14/06/2014,67.6,16.6,13.1,14.66
14/06/2014,,,,
15/06/2014,1.5,20.6,13.9,16.92
15/06/2014,,,,
16/06/2014,0,21.3,14.8,17.74
16/06/2014,,,,
17/06/2014,1,20,14.2,15.7
17/06/2014,,,,
18/06/2014,0.2,16.2,10,11.62
18/06/2014,,,,
19/06/2014,0,14.3,5.4,8.5
19/06/2014,,,,
20/06/2014,0,16.2,4.2,9.28
20/06/2014,,,,
21/06/2014,0.1,18,5.2,10.88
21/06/2014,,,,
22/06/2014,0,23.2,7.2,14.2
22/06/2014,,,,
23/06/2014,2,19.6,14.5,16.98
23/06/2014,,,,
24/06/2014,2.5,24.1,15.2,18.2
24/06/2014,,,,
25/06/2014,23.6,22.7,16.6,18.58
25/06/2014,,,,
26/06/2014,1.6,18.6,16,17.34
26/06/2014,,,,
27/06/2014,1.8,19.5,16.9,17.84
27/06/2014,,,,
28/06/2014,20.1,18.2,16.2,17.4
28/06/2014,,,,
29/06/2014,31.3,20.6,14.4,16.28
29/06/2014,,,,
30/06/2014,24.3,14.9,13.5,14.1
30/06/2014,,,,
01/07/2014,3.7,16.2,12.1,13.38
01/07/2014,,,,
02/07/2014,0,19.4,7.6,13.04
02/07/2014,,,,
03/07/2014,5.9,21.9,13.8,17.68
03/07/2014,,,,
04/07/2014,95.5,24.2,17.4,19.86
04/07/2014,,,,
05/07/2014,7.4,27.6,16.9,22.16
05/07/2014,,,,
06/07/2014,0,24.2,14.8,17.78
06/07/2014,,,,
07/07/2014,2.1,16.9,9.2,11.74
07/07/2014,,,,
08/07/2014,0,18.8,6.6,11.56
08/07/2014,,,,
09/07/2014,0.1,20.8,10.6,15.16
09/07/2014,,,,
10/07/2014,0,19.5,15,16.46
10/07/2014,,,,
11/07/2014,0,21.4,13.3,15.92
11/07/2014,,,,
12/07/2014,0,23.3,12.3,16.52
12/07/2014,,,,
13/07/2014,0,25,13.8,18.08
13/07/2014,,,,
14/07/2014,0,27,13.5,18.52
14/07/2014,,,,
15/07/2014,0,25.7,13.2,18.1
15/07/2014,,,,
16/07/2014,0,26.5,14.2,19.3
16/07/2014,,,,
17/07/2014,0,20.6,16,17.9
17/07/2014,,,,
18/07/2014,33.7,17.4,11.3,13.52
18/07/2014,,,,
19/07/2014,2.1,18.3,9.8,12.9
19/07/2014,,,,
20/07/2014,0.1,20.6,8.2,13.12
20/07/2014,,,,
21/07/2014,0,24.3,7.3,14.04
21/07/2014,,,,
22/07/2014,0,27.4,8.7,17.66
22/07/2014,,,,
23/07/2014,17.2,20.4,11.6,16.68
23/07/2014,,,,
24/07/2014,61.4,17.6,10.2,12.48
24/07/2014,,,,
25/07/2014,23.4,13.1,6.4,8.42
25/07/2014,,,,
26/07/2014,0,15,5.2,9.32
26/07/2014,,,,
27/07/2014,0,16.3,4.8,9.58
27/07/2014,,,,
28/07/2014,0,18.9,6.6,12.2
28/07/2014,,,,
29/07/2014,0,24,11.7,16.8
29/07/2014,,,,
30/07/2014,0,19.5,13.3,16.08
30/07/2014,,,,
31/07/2014,0.9,24.4,14.7,19.32
31/07/2014,,,,
01/08/2014,0,24.5,15.5,18.16
01/08/2014,,,,
02/08/2014,19,26,13.9,19.1
02/08/2014,,,,
03/08/2014,0.2,31.6,17.5,24.18
03/08/2014,,,,
04/08/2014,8,26.1,12,15.18
04/08/2014,,,,
05/08/2014,5.5,18.2,5.7,10.82
05/08/2014,,,,
06/08/2014,0,26.5,6.7,16.18
06/08/2014,,,,
07/08/2014,0,21.4,12.7,15.54
07/08/2014,,,,
08/08/2014,4.5,17.8,7,10.9
08/08/2014,,,,
09/08/2014,0,20.5,6.7,13.56
09/08/2014,,,,
10/08/2014,2.5,22.2,13.6,17.44
10/08/2014,,,,
11/08/2014,27.7,19,14.6,16.08
11/08/2014,,,,
12/08/2014,0.8,15.6,12.4,13.34
12/08/2014,,,,
13/08/2014,0,15.3,7.8,9.86
13/08/2014,,,,
14/08/2014,0,17.3,3.1,9.12
14/08/2014,,,,
15/08/2014,0,20.5,4.8,12.7
15/08/2014,,,,
16/08/2014,0.5,22.2,14.5,17.04
16/08/2014,,,,
17/08/2014,1,21.1,15,16.9
17/08/2014,,,,
18/08/2014,0,22.1,15.1,16.84
18/08/2014,,,,
19/08/2014,0.2,26.2,13.8,17.6
19/08/2014,,,,
20/08/2014,0,20,13.5,15.84
20/08/2014,,,,
21/08/2014,0,28.6,13.6,19
21/08/2014,,,,
22/08/2014,0,30.1,12.1,19.76
22/08/2014,,,,
23/08/2014,0,30.5,14.8,21.38
23/08/2014,,,,
24/08/2014,0,34.6,19.3,25.72
24/08/2014,,,,
25/08/2014,0,27.3,13.1,17.16
25/08/2014,,,,
26/08/2014,20.6,15.2,11,12.4
26/08/2014,,,,
27/08/2014,0,15.4,7.4,10.6
27/08/2014,,,,
28/08/2014,0,17.4,6.6,10.72
28/08/2014,,,,
29/08/2014,0,22.8,8.2,14.28
29/08/2014,,,,
30/08/2014,0,26.1,8.9,16.66
30/08/2014,,,,
31/08/2014,38.6,24.8,15.8,19.76
31/08/2014,,,,
01/09/2014,0,23.2,13.8,16.58
01/09/2014,,,,
02/09/2014,0,17.6,13.1,15.8
02/09/2014,,,,
03/09/2014,27.6,22,15.8,17.6
03/09/2014,,,,
04/09/2014,0,22.2,14.2,17.6
04/09/2014,,,,
05/09/2014,0,23.6,14.2,18.32
05/09/2014,,,,
06/09/2014,0,23.7,14.1,17.92
06/09/2014,,,,
07/09/2014,14.1,18.7,15.6,16.9
07/09/2014,,,,
08/09/2014,0,29.6,12.3,19.84
08/09/2014,,,,
09/09/2014,0,33.2,16.3,25
09/09/2014,,,,
10/09/2014,0,26,14.2,17.08
10/09/2014,,,,
11/09/2014,36.8,16.1,12.3,13.96
11/09/2014,,,,
12/09/2014,19.7,19.5,14.2,16.5
12/09/2014,,,,
13/09/2014,8.3,29.6,16.1,21.54
13/09/2014,,,,
14/09/2014,0,32.4,17.7,22.52
14/09/2014,,,,
15/09/2014,16.6,23,16.5,18.48
15/09/2014,,,,
16/09/2014,1,22,12.6,15.92
16/09/2014,,,,
17/09/2014,0,22.6,11.7,16.64
17/09/2014,,,,
18/09/2014,0,22.5,14.9,18.98
18/09/2014,,,,
19/09/2014,0,26,17.5,21.18
19/09/2014,,,,
20/09/2014,0.4,25.5,18,20.42
